ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
102739,3.6,100003,My peers  provide guidance about generating revenue,3.3
102740,4.1,100012,My bosses do not communicate about providing better service,4
102741,4.8,100008,My bosses do not communicate about our vision of the future,3.4
102742,3.5,100004,My peers do not listen to me on our vision of the future,4.1
102743,4.6,100002,My bosses do not provide guidance about our vision of the future,3.6
102744,3.1,100003,My peers  support our strategy,3.1
102745,3.5,100010,My peers do not support our strategy,4.7
102746,4.4,100002,My peers  communicate about generating revenue,4.9
102747,3.3,100002,My peers do not listen to me on our vision of the future,4.5
102748,4.8,100006,My peers do not communicate about providing better service,3.4
102749,4.1,100010,My peers do not communicate about generating revenue,4.1
102750,3.9,100009,My peers  support providing better service,3.5
102751,4.6,100004,My bosses do not provide guidance about generating revenue,3
102752,4.7,100009,My peers do not support our strategy,4.4
102753,4.5,100003,My bosses do not support our vision of the future,3.1
102754,4.1,100001,My bosses do not communicate about generating revenue,4.4
102755,3.4,100013,My bosses do not communicate about our strategy,3.5
102756,4.8,100004,My peers  support our vision of the future,4.9
102757,3.2,100010,My bosses do not communicate about providing better service,3.5
102758,4.1,100010,My peers do not provide guidance about our strategy,4.1
102759,3.2,100006,My bosses do not listen to me on providing better service,3.5
102760,4.6,100005,My bosses do not provide guidance about our strategy,3.8
102761,3.4,100006,My peers  listen to me on providing better service,4.4
102762,4.5,100009,My bosses  listen to me on our vision of the future,3.4
102763,4.8,100008,My peers do not provide guidance about our strategy,3.2
102764,4.8,100002,My bosses  listen to me on providing better service,4.1
102765,3.1,100005,My bosses do not listen to me on our vision of the future,3.8
102766,3.3,100003,My peers do not provide guidance about generating revenue,3.5
102767,3.6,100011,My bosses  support our strategy,4.5
102768,4.3,100011,My peers  listen to me on providing better service,4.7
102769,3.7,100007,My bosses  provide guidance about our vision of the future,3.7
102770,4.7,100004,My peers do not provide guidance about our strategy,4.9
102771,3.7,100001,My bosses do not communicate about our strategy,3.9
102772,4.3,100009,My bosses  communicate about providing better service,4.8
102773,3.1,100007,My bosses  communicate about our vision of the future,3.8
102774,3.3,100007,My bosses do not listen to me on providing better service,3.3
102775,3,100008,My bosses do not communicate about our strategy,3.2
102776,4.1,100005,My bosses  listen to me on generating revenue,3.5
102777,3.8,100010,My bosses do not communicate about our vision of the future,4.1
102778,4.7,100011,My bosses do not communicate about our vision of the future,4.8
102779,3.6,100014,My bosses do not communicate about generating revenue,3.9
102780,3.2,100013,My bosses  listen to me on providing better service,3.4
102781,4.2,100012,My peers  listen to me on our strategy,3.1
102782,3.6,100002,My bosses do not support providing better service,4.8
102783,3.5,100013,My peers  communicate about generating revenue,3.6
102784,3.3,100012,My bosses  listen to me on providing better service,3
102785,3.3,100005,My bosses  communicate about our strategy,4.8
102786,4.9,100014,My bosses  support generating revenue,4.6
102787,3.2,100013,My peers do not communicate about our strategy,4.3
102788,4.7,100003,My peers  communicate about our vision of the future,3.1
102789,4.2,100008,My peers do not communicate about providing better service,4.1
102790,4.7,100007,My bosses do not listen to me on our strategy,4.5
102791,3.9,100001,My peers  support providing better service,3.6
102792,3,100002,My bosses do not provide guidance about generating revenue,3.9
102793,4.3,100008,My peers  provide guidance about our strategy,3.9
102794,3,100002,My peers  provide guidance about providing better service,4.9
102795,4.4,100008,My peers  support providing better service,4.2
102796,4.4,100002,My bosses  listen to me on generating revenue,4.1
102797,3.3,100008,My peers do not listen to me on our vision of the future,4.3
102798,3.8,100013,My peers do not provide guidance about our strategy,3.6
102799,3.6,100011,My bosses do not support providing better service,3.8
102800,4.4,100005,My peers do not provide guidance about generating revenue,4.2
102801,3.9,100005,My peers  provide guidance about our vision of the future,4.6
102802,4.6,100004,My bosses do not listen to me on providing better service,4.2
102803,4.9,100010,My peers do not communicate about our vision of the future,3.2
102804,4.5,100008,My bosses  listen to me on our vision of the future,4.4
102805,3.6,100002,My bosses  support our strategy,4.2
102806,3.9,100011,My bosses do not listen to me on our strategy,4
102807,4.7,100008,My peers  support generating revenue,4.2
102808,3.6,100012,My peers  communicate about our strategy,3.2
102809,3.4,100007,My bosses  communicate about generating revenue,3.2
102810,4.2,100004,My peers do not support providing better service,3.6
102811,3.6,100002,My peers  listen to me on providing better service,3.7
102812,4.1,100010,My peers do not support providing better service,3.8
102813,3.2,100008,My peers  provide guidance about providing better service,3.9
102814,4.4,100006,My peers  support our vision of the future,3.2
102815,4.3,100013,My peers  support our strategy,4.4
102816,3.2,100009,My peers  provide guidance about providing better service,4
102817,3.7,100002,My bosses  support providing better service,3.9
102818,3.9,100011,My peers  support providing better service,3.5
102819,3.2,100005,My bosses  communicate about providing better service,3.4
102820,3.4,100010,My peers do not support our vision of the future,4.3
102821,3.2,100002,My peers  provide guidance about our vision of the future,3.4
102822,3.4,100014,My bosses  support generating revenue,4.2
102823,4.5,100001,My peers do not provide guidance about our vision of the future,4.4
102824,4.4,100007,My bosses do not listen to me on generating revenue,4
102825,4.9,100006,My peers  communicate about generating revenue,4.5
102826,3.2,100008,My bosses do not provide guidance about generating revenue,3.7
102827,3.4,100005,My bosses do not provide guidance about our strategy,4.8
102828,3.2,100004,My bosses  communicate about our strategy,3.9
102829,3.8,100008,My peers do not support our vision of the future,3.5
102830,3.7,100005,My bosses  provide guidance about our vision of the future,4.6
102831,4.6,100011,My bosses do not provide guidance about our strategy,4
102832,3.4,100008,My peers  provide guidance about our vision of the future,3.7
102833,4.3,100005,My peers  communicate about providing better service,4.6
102834,4.1,100002,My bosses  listen to me on our strategy,3.8
102835,3.1,100005,My bosses do not listen to me on providing better service,4.5
102836,3.6,100008,My peers do not communicate about providing better service,3.6
102837,3,100001,My peers do not provide guidance about generating revenue,4.4
102838,4.8,100008,My peers do not listen to me on our vision of the future,3.9
102839,4,100014,My bosses  provide guidance about our vision of the future,4.9
102840,3.3,100002,My peers  support our strategy,3.9
102841,4.2,100010,My bosses do not communicate about providing better service,3.8
102842,4.4,100005,My peers  support our strategy,4.4
102843,4.5,100001,My peers do not communicate about generating revenue,3.1
102844,4,100004,My bosses do not provide guidance about our vision of the future,3.3
102845,3.8,100007,My peers  provide guidance about generating revenue,4.5
102846,4.1,100014,My peers do not support providing better service,4.6
102847,4.3,100005,My peers do not communicate about our strategy,3.7
102848,3.7,100005,My bosses  listen to me on providing better service,3.7
102849,3.3,100007,My bosses do not communicate about generating revenue,4
102850,3,100012,My peers  communicate about our strategy,3.5
102851,3.9,100013,My bosses do not provide guidance about our strategy,4.8
102852,3.2,100002,My peers do not listen to me on providing better service,4
102853,4.6,100003,My peers do not listen to me on providing better service,4.1
102854,3.3,100009,My peers  listen to me on providing better service,3.7
102855,3.7,100011,My peers do not provide guidance about our strategy,3.4
102856,3.2,100014,My peers do not listen to me on our vision of the future,4.9
102857,3.5,100003,My bosses do not listen to me on providing better service,3.5
102858,4,100013,My bosses  listen to me on generating revenue,3.7
102859,3,100012,My peers do not provide guidance about generating revenue,4.6
102860,3.5,100007,My bosses  support our vision of the future,4.9
102861,4.3,100008,My peers do not provide guidance about our strategy,3.1
102862,3.9,100009,My peers  support providing better service,4.3
102863,3.7,100014,My bosses  communicate about providing better service,4.5
102864,3.4,100007,My peers do not provide guidance about generating revenue,3.7
102865,3.3,100006,My peers do not support generating revenue,3.8
102866,3.6,100002,My bosses  listen to me on generating revenue,3.6
102867,3.6,100003,My bosses do not support our vision of the future,3.9
102868,4.6,100013,My peers  support our strategy,4.3
102869,3.6,100006,My peers do not provide guidance about generating revenue,4.1
102870,4.2,100010,My bosses do not support providing better service,4
102871,4.5,100005,My peers  support providing better service,4.9
102872,4.8,100004,My peers do not provide guidance about generating revenue,3.3
102873,3,100007,My peers do not listen to me on our strategy,3.3
102874,4,100003,My peers do not listen to me on our vision of the future,3.9
102875,3.3,100004,My peers do not provide guidance about generating revenue,3.4
102876,3.8,100013,My peers do not provide guidance about our vision of the future,3
102877,3.9,100013,My bosses do not support providing better service,3
102878,4.1,100004,My bosses  listen to me on generating revenue,4.7
102879,4.7,100007,My peers do not provide guidance about our vision of the future,3.8
102880,4.6,100012,My peers  communicate about providing better service,4.6
102881,4,100004,My peers  communicate about generating revenue,3.8
102882,4.7,100003,My bosses  listen to me on providing better service,4.6
102883,3.2,100006,My bosses  support providing better service,4.6
102884,3.4,100011,My bosses do not communicate about our vision of the future,3.2
102885,4.4,100004,My peers do not communicate about our vision of the future,3.5
102886,4.8,100008,My peers  communicate about providing better service,4.3
102887,3.4,100010,My bosses do not provide guidance about generating revenue,3.9
102888,4.1,100003,My peers do not support our strategy,3.8
102889,3.5,100004,My bosses  support providing better service,3.7
102890,3.8,100012,My peers  communicate about our strategy,3.2
102891,4.8,100009,My bosses  support our vision of the future,4.2
102892,4.7,100009,My peers do not communicate about our strategy,4.9
102893,3.1,100003,My peers  support our strategy,4.4
102894,4.1,100002,My peers  listen to me on providing better service,4.3
102895,3.5,100008,My peers  communicate about generating revenue,3.3
102896,3.4,100010,My peers  support generating revenue,4.7
102897,3.6,100002,My peers do not communicate about our strategy,3.4
102898,4.6,100008,My peers do not provide guidance about generating revenue,4.3
102899,3.6,100006,My bosses  support our strategy,3.6
102900,4.8,100013,My peers  provide guidance about our strategy,4.5
102901,3.6,100004,My peers  support our vision of the future,4.7
102902,3.3,100007,My bosses do not listen to me on our strategy,4.9
102903,4.4,100013,My bosses  listen to me on our strategy,4.9
102904,3.7,100006,My bosses do not support our strategy,4.3
102905,3,100011,My bosses do not listen to me on generating revenue,4.8
102906,4.2,100010,My bosses  communicate about providing better service,4.2
102907,3.1,100012,My peers  listen to me on generating revenue,4.6
102908,3,100014,My peers  communicate about generating revenue,4.5
102909,3.7,100014,My bosses do not communicate about our vision of the future,3.4
102910,3.3,100004,My peers do not support providing better service,3.3
102911,3.8,100001,My peers do not communicate about providing better service,4.7
102912,3.8,100002,My peers  communicate about providing better service,3.1
102913,4.9,100007,My peers  provide guidance about generating revenue,4
102914,4.2,100012,My bosses  communicate about providing better service,3.9
102915,4.5,100012,My peers  support our vision of the future,4.9
102916,3.6,100014,My peers  listen to me on providing better service,3.4
102917,4,100001,My bosses do not support our strategy,4
102918,4.1,100010,My bosses do not provide guidance about our strategy,3.1
102919,3.9,100003,My bosses  provide guidance about our vision of the future,4.6
102920,4.8,100010,My bosses do not listen to me on generating revenue,4
102921,3.9,100011,My bosses  listen to me on providing better service,3.5
102922,4.5,100011,My bosses  support generating revenue,4.4
102923,3.4,100003,My bosses do not communicate about providing better service,4.1
102924,3,100006,My bosses  provide guidance about generating revenue,4.6
102925,3.2,100008,My bosses do not communicate about providing better service,3.3
102926,4.5,100002,My bosses  communicate about our strategy,4.4
102927,3.7,100012,My bosses do not listen to me on providing better service,4.4
102928,4.6,100012,My bosses  communicate about generating revenue,4.3
102929,4.1,100005,My bosses  support our vision of the future,4.1
102930,3.4,100011,My bosses  communicate about generating revenue,4.9
102931,3.4,100009,My bosses do not support our strategy,3.1
102932,4.8,100009,My bosses do not provide guidance about our strategy,4.3
102933,4.9,100008,My bosses  communicate about our strategy,4
102934,4.8,100014,My bosses  support our strategy,4.2
102935,4.5,100007,My peers do not provide guidance about our vision of the future,4.8
102936,4.1,100013,My peers do not communicate about our strategy,4.9
102937,4.4,100004,My peers do not support providing better service,4.1
102938,3.9,100010,My bosses do not provide guidance about our vision of the future,3.8
102939,4.6,100004,My peers do not provide guidance about generating revenue,3.2
102940,3.2,100002,My peers do not support generating revenue,4.9
102941,3.4,100008,My bosses  support generating revenue,3.8
102942,4.5,100003,My peers do not communicate about our vision of the future,4.4
102943,4.1,100008,My bosses  provide guidance about generating revenue,4.1
102944,3.8,100013,My peers  communicate about generating revenue,4.5
102945,4.6,100002,My peers do not listen to me on our vision of the future,3.1
102946,3.7,100013,My peers do not listen to me on generating revenue,3.5
102947,3.6,100002,My peers do not support generating revenue,4
102948,3.7,100012,My bosses  support providing better service,4.6
102949,4.8,100009,My peers do not provide guidance about our vision of the future,4
102950,3.5,100001,My peers do not listen to me on our vision of the future,4.6
102951,3.9,100010,My peers  support providing better service,3.3
102952,4.8,100005,My bosses  communicate about generating revenue,3.8
102953,4.3,100014,My peers  communicate about our strategy,4.9
102954,4.5,100010,My bosses do not listen to me on our strategy,4.5
102955,3.7,100009,My peers do not listen to me on providing better service,3.2
102956,4.6,100004,My peers do not support providing better service,4.1
102957,4,100003,My peers do not support generating revenue,3.4
102958,3.1,100013,My peers  support our vision of the future,4.1
102959,4,100003,My bosses do not provide guidance about our strategy,3.8
102960,3.7,100007,My peers  support our strategy,3.6
102961,3.6,100006,My bosses  provide guidance about our strategy,4
102962,4.2,100010,My bosses  support our vision of the future,3.5
102963,3,100013,My bosses do not support providing better service,3.4
102964,3.9,100001,My bosses  listen to me on our strategy,4.1
102965,4.9,100003,My peers do not communicate about our vision of the future,4.5
102966,4.8,100011,My peers  listen to me on our strategy,4.7
102967,3.9,100004,My peers do not communicate about providing better service,3.8
102968,3.3,100009,My peers do not communicate about generating revenue,3.1
102969,4.5,100010,My peers  support our vision of the future,4.3
102970,4.8,100005,My peers do not communicate about generating revenue,4.7
102971,3.5,100008,My bosses  communicate about our vision of the future,4.6
102972,4.8,100011,My bosses  listen to me on our vision of the future,3
102973,4.6,100013,My peers do not support generating revenue,4
102974,3.8,100014,My bosses  communicate about generating revenue,3.5
102975,4,100011,My peers  support providing better service,4
102976,3.5,100002,My bosses  provide guidance about our strategy,4.9
102977,4.7,100010,My bosses  communicate about our strategy,3.1
102978,4.4,100008,My bosses  listen to me on our strategy,4.2
102979,3.4,100010,My peers do not listen to me on providing better service,3.7
102980,3.2,100007,My peers do not provide guidance about providing better service,3.7
102981,3.4,100010,My peers do not listen to me on providing better service,4.6
102982,4.2,100011,My bosses do not provide guidance about our vision of the future,3
102983,4.8,100012,My bosses do not support generating revenue,3.4
102984,3.7,100003,My bosses  communicate about our strategy,3.9
102985,3.4,100012,My bosses  communicate about providing better service,4.5
102986,3.4,100006,My bosses  support our vision of the future,4.4
102987,4,100011,My peers do not provide guidance about our vision of the future,3.7
102988,3.2,100006,My peers  provide guidance about our strategy,3
102989,4.3,100014,My bosses do not provide guidance about generating revenue,3.4
102990,4,100011,My bosses do not listen to me on our strategy,3.6
102991,4.6,100003,My bosses do not communicate about our strategy,3.9
102992,4,100013,My bosses  listen to me on providing better service,4.1
102993,4,100008,My bosses  communicate about generating revenue,3.4
102994,3.5,100002,My bosses do not provide guidance about generating revenue,4.4
102995,4.5,100013,My peers do not communicate about our vision of the future,4.3
102996,4.9,100011,My bosses  communicate about our strategy,4.4
102997,4.4,100001,My peers  communicate about our strategy,4.5
102998,4.1,100001,My peers  listen to me on providing better service,4.3
102999,3.5,100013,My peers  provide guidance about our strategy,4.7
103000,3.4,100002,My peers do not communicate about our strategy,3.1
103001,4.3,100004,My bosses  provide guidance about providing better service,3
103002,3.7,100002,My bosses  listen to me on our vision of the future,4.3
103003,4.5,100011,My peers  communicate about our vision of the future,4.1
103004,3.5,100012,My peers  provide guidance about providing better service,3.3
103005,3.2,100006,My bosses  listen to me on generating revenue,3
103006,3.9,100009,My peers do not support our vision of the future,4
103007,3.1,100010,My peers  listen to me on our vision of the future,4.8
103008,4.6,100004,My peers do not communicate about our vision of the future,3.5
103009,3,100003,My bosses  support providing better service,3.8
103010,3.1,100009,My peers  listen to me on providing better service,4.3
103011,3.1,100012,My peers do not provide guidance about generating revenue,4.3
103012,3.4,100003,My bosses do not provide guidance about generating revenue,3.4
103013,4.6,100013,My peers do not support generating revenue,4.1
103014,4.1,100012,My peers do not listen to me on our strategy,3.9
103015,3.5,100013,My bosses  support our strategy,3.5
103016,3.5,100011,My bosses do not provide guidance about generating revenue,4.9
103017,4.4,100005,My peers do not listen to me on providing better service,3.4
103018,3.3,100006,My peers  listen to me on our vision of the future,3.7
103019,3.5,100012,My bosses do not provide guidance about providing better service,4.4
103020,3.9,100007,My peers  support our strategy,4.2
103021,4.6,100003,My peers  listen to me on our strategy,3.8
103022,3.5,100001,My bosses  communicate about providing better service,3.3
103023,3.7,100007,My bosses  listen to me on our strategy,4.3
103024,3.6,100007,My bosses do not support our strategy,3.6
103025,4.7,100004,My bosses do not listen to me on our strategy,4.8
103026,4.5,100010,My peers do not listen to me on generating revenue,3.3
103027,4.8,100013,My peers  communicate about generating revenue,4.3
103028,4.6,100005,My bosses do not support generating revenue,4.4
103029,4.5,100003,My peers  provide guidance about generating revenue,4.7
103030,4.1,100011,My peers do not provide guidance about our vision of the future,4.7
103031,3.3,100010,My bosses do not provide guidance about generating revenue,3.9
103032,4,100003,My bosses do not listen to me on providing better service,3.6
103033,4.2,100006,My bosses  provide guidance about providing better service,3.7
103034,4.7,100004,My bosses  listen to me on generating revenue,3.6
103035,4.9,100008,My bosses do not listen to me on generating revenue,3.3
103036,4.3,100005,My bosses do not communicate about our vision of the future,3.6
103037,3.3,100009,My bosses  provide guidance about our strategy,3.3
103038,3.1,100009,My peers do not provide guidance about our vision of the future,4.8
103039,3.1,100005,My peers  support generating revenue,4.8
103040,4.4,100008,My bosses  communicate about our vision of the future,3.2
103041,4.9,100008,My peers  listen to me on our strategy,4
103042,3.4,100014,My peers  support providing better service,3
103043,4,100013,My bosses do not support our strategy,4.1
103044,3.4,100003,My bosses do not communicate about our strategy,3
103045,3.9,100005,My bosses  support providing better service,3.6
103046,3.7,100011,My peers  provide guidance about our vision of the future,3.9
103047,4,100001,My bosses do not support our vision of the future,4.8
103048,4.3,100001,My peers do not support our strategy,4.6
103049,4.4,100008,My peers do not support our strategy,4.5
103050,4.3,100001,My peers do not listen to me on our vision of the future,3.8
103051,3.4,100005,My peers  provide guidance about our vision of the future,4.7
103052,3.5,100010,My bosses do not support our vision of the future,4.4
103053,3.1,100014,My peers  provide guidance about our strategy,4.5
103054,4.8,100007,My peers  provide guidance about providing better service,3.7
103055,3.4,100005,My bosses do not support our strategy,4.4
103056,3.8,100013,My peers do not provide guidance about generating revenue,4.3
103057,4.2,100008,My peers  support providing better service,4.4
103058,4.3,100004,My bosses  listen to me on our strategy,3.5
103059,3.1,100009,My bosses do not communicate about our strategy,3.1
103060,4.6,100013,My bosses  support our vision of the future,4.9
103061,3.4,100010,My bosses do not communicate about our strategy,3.2
103062,3.9,100012,My bosses do not communicate about our vision of the future,3.4
103063,4,100014,My bosses  communicate about our vision of the future,4.2
103064,3.9,100013,My bosses  listen to me on generating revenue,4.2
103065,4.4,100008,My bosses do not provide guidance about our vision of the future,4
103066,3.6,100004,My peers do not listen to me on our strategy,3
103067,4.5,100011,My bosses do not provide guidance about our strategy,4.9
103068,3.9,100011,My peers do not communicate about generating revenue,3.7
103069,3.5,100004,My peers do not listen to me on providing better service,3.3
103070,4.5,100014,My peers do not communicate about our strategy,4.8
103071,3.1,100011,My bosses do not support generating revenue,3.9
103072,4.9,100008,My bosses do not provide guidance about providing better service,3.2
103073,3.1,100004,My bosses do not communicate about providing better service,3.8
103074,4.4,100006,My peers do not listen to me on our vision of the future,4.6
103075,3.9,100013,My bosses do not provide guidance about generating revenue,4.8
103076,3.9,100011,My peers  listen to me on generating revenue,3.8
103077,4,100014,My peers do not listen to me on generating revenue,3.7
103078,3,100001,My bosses do not support our vision of the future,4.1
103079,3.5,100010,My peers  listen to me on our strategy,4.9
103080,3,100001,My bosses  listen to me on our vision of the future,3.5
103081,4.8,100013,My bosses do not communicate about providing better service,3.8
103082,4.7,100011,My peers do not provide guidance about our vision of the future,4.9
103083,4.4,100013,My peers do not communicate about generating revenue,3.4
103084,4.5,100005,My peers  communicate about our vision of the future,3.7
103085,3.5,100002,My bosses  communicate about generating revenue,4.9
103086,3.2,100004,My peers  communicate about our strategy,3.3
103087,4,100010,My bosses do not communicate about generating revenue,4.2
103088,4.3,100004,My bosses  provide guidance about generating revenue,4.1
103089,4.9,100012,My peers  communicate about our strategy,4
103090,4.7,100011,My bosses do not support providing better service,3.1
103091,3,100013,My peers do not listen to me on providing better service,3.8
103092,4,100013,My peers  provide guidance about generating revenue,3.4
103093,3.5,100003,My bosses do not listen to me on generating revenue,4.5
103094,3.6,100003,My bosses  provide guidance about providing better service,3.4
103095,3.8,100005,My peers  provide guidance about our vision of the future,4.3
103096,4.7,100011,My peers do not support our strategy,4.8
103097,3.7,100005,My bosses  listen to me on our strategy,4.5
103098,3.3,100008,My bosses do not communicate about generating revenue,4.9
103099,4.6,100011,My peers do not support generating revenue,3
103100,3.4,100012,My bosses do not provide guidance about providing better service,3.2
103101,4.3,100004,My bosses do not communicate about our strategy,4.2
103102,4.1,100005,My bosses  listen to me on providing better service,4.6
103103,3.4,100008,My bosses do not communicate about our strategy,4.9
103104,4,100014,My peers  listen to me on our strategy,3.2
103105,3.1,100003,My peers do not communicate about providing better service,4.2
103106,3.9,100013,My bosses  communicate about providing better service,4.5
103107,4.5,100002,My peers  support generating revenue,3.2
103108,3.6,100012,My bosses  provide guidance about our vision of the future,4.5
103109,4.5,100014,My peers do not support our strategy,4.4
103110,3.7,100002,My peers do not listen to me on our vision of the future,4.2
103111,3.8,100011,My bosses  provide guidance about generating revenue,4.5
103112,3.1,100009,My peers do not listen to me on generating revenue,3
103113,4.9,100012,My bosses  support providing better service,4.8
103114,3.1,100008,My peers  communicate about our vision of the future,4.5
103115,4.1,100008,My bosses  listen to me on generating revenue,4.9
103116,3.1,100010,My bosses do not support our strategy,4.8
103117,3.8,100007,My peers do not provide guidance about generating revenue,4.7
103118,3.9,100003,My peers do not communicate about our vision of the future,3.8
103119,3.3,100013,My peers  communicate about providing better service,3
103120,4.8,100012,My peers  listen to me on providing better service,4.8
103121,4.7,100005,My bosses do not provide guidance about providing better service,4.3
103122,3,100011,My peers  support providing better service,3.5
103123,4.1,100012,My peers do not communicate about our vision of the future,3
103124,4.1,100007,My peers  support our strategy,4.3
103125,3.5,100008,My bosses  support our strategy,4
103126,4.2,100008,My bosses do not communicate about generating revenue,3.5
103127,4.4,100013,My bosses  communicate about providing better service,4.6
103128,3,100002,My peers  communicate about providing better service,3.3
103129,4.8,100006,My peers  communicate about our vision of the future,3.6
103130,4.5,100008,My peers do not support providing better service,3
103131,3,100011,My peers  communicate about our vision of the future,3.4
103132,3.6,100010,My bosses do not communicate about generating revenue,3.5
103133,3.1,100002,My bosses do not provide guidance about providing better service,3.4
103134,3.4,100012,My bosses do not communicate about our vision of the future,4.3
103135,3.6,100009,My bosses do not provide guidance about our vision of the future,3.8
103136,3.9,100005,My bosses do not listen to me on generating revenue,4.8
103137,3.9,100004,My bosses do not support generating revenue,3.9
103138,4.8,100002,My bosses do not provide guidance about providing better service,4.7
103139,4.7,100012,My peers do not communicate about our strategy,4.6
103140,3.2,100002,My peers  support our strategy,3.7
103141,4.7,100004,My bosses do not provide guidance about our strategy,4.7
103142,4.7,100012,My bosses do not communicate about our vision of the future,3.1
103143,3.3,100007,My bosses do not provide guidance about our strategy,3.4
103144,4,100002,My peers  listen to me on our vision of the future,4
103145,4,100005,My peers  listen to me on providing better service,4.7
103146,3.1,100013,My peers  support our strategy,4.2
103147,3.2,100006,My bosses  provide guidance about providing better service,3.4
103148,3.5,100003,My peers  support providing better service,3.3
103149,3.8,100014,My bosses do not provide guidance about our strategy,4
103150,4.4,100001,My peers  provide guidance about our vision of the future,4.9
103151,4.3,100013,My peers do not communicate about our strategy,4.8
103152,3.1,100001,My peers do not support our vision of the future,4.3
103153,3.8,100014,My peers do not communicate about generating revenue,3.9
103154,3.2,100010,My peers do not support providing better service,3.9
103155,3.9,100011,My peers  listen to me on our strategy,3.7
103156,3.4,100006,My peers do not provide guidance about our strategy,4.9
103157,4.2,100011,My peers  support our strategy,4.4
103158,3.9,100014,My peers  support our strategy,3.5
103159,3.3,100010,My peers  provide guidance about our vision of the future,3.5
103160,3.1,100010,My bosses do not communicate about providing better service,3.6
103161,4.9,100013,My bosses do not provide guidance about providing better service,4.4
103162,3.2,100007,My peers do not communicate about our vision of the future,4.6
103163,3.3,100014,My peers  communicate about our strategy,4.2
103164,4.8,100012,My bosses  support our strategy,4.7
103165,4.7,100001,My peers do not communicate about our vision of the future,3
103166,3.6,100006,My bosses do not support providing better service,4.5
103167,4.2,100013,My peers  support our vision of the future,4.3
103168,3.6,100002,My peers do not support providing better service,3.1
103169,3.1,100007,My peers  listen to me on our vision of the future,3.7
103170,3.8,100012,My peers do not provide guidance about our strategy,3.6
103171,4.6,100006,My peers do not communicate about our vision of the future,4.5
103172,4.8,100010,My bosses do not communicate about providing better service,3.9
103173,3.4,100001,My bosses  communicate about generating revenue,4.1
103174,4,100001,My bosses  listen to me on generating revenue,3.6
103175,3.5,100001,My bosses  support our vision of the future,4.4
103176,4.2,100006,My peers do not support our strategy,4.8
103177,4.2,100012,My bosses  listen to me on providing better service,4.8
103178,3.9,100007,My peers  listen to me on generating revenue,3.5
103179,3.5,100003,My peers  communicate about providing better service,4.3
103180,4.7,100011,My bosses  communicate about generating revenue,4
103181,3.5,100011,My peers do not listen to me on generating revenue,4.6
103182,4.6,100012,My bosses do not communicate about generating revenue,3.9
103183,4.9,100005,My peers do not provide guidance about our strategy,4.2
103184,3.2,100002,My peers do not support our vision of the future,3.9
103185,4.6,100012,My peers  listen to me on providing better service,4.8
103186,3.5,100009,My peers  communicate about providing better service,3.6
103187,3.1,100005,My peers  provide guidance about providing better service,3.4
103188,4.1,100006,My bosses do not provide guidance about generating revenue,4.6
103189,4.6,100003,My peers  provide guidance about our vision of the future,3.9
103190,4.3,100012,My bosses do not support generating revenue,3.8
103191,4.9,100009,My peers  listen to me on our strategy,3
103192,3.9,100011,My bosses  listen to me on our strategy,3.1
103193,3.9,100012,My bosses do not listen to me on providing better service,4.7
103194,3.2,100002,My bosses do not communicate about providing better service,3.3
103195,3.9,100005,My peers do not support generating revenue,4.3
103196,3.3,100002,My peers  communicate about generating revenue,4.7
103197,4.9,100003,My bosses do not communicate about generating revenue,4.2
103198,3.1,100012,My bosses  support our vision of the future,4.9
103199,4.1,100007,My bosses  support our strategy,4.4
103200,4.3,100006,My peers  communicate about our strategy,4.3
103201,3,100004,My bosses do not provide guidance about generating revenue,3.4
103202,3.2,100003,My peers  listen to me on our strategy,4.4
103203,4.2,100009,My peers  support our vision of the future,3.9
103204,4.5,100004,My bosses  listen to me on generating revenue,4.9
103205,3.3,100003,My peers  support our vision of the future,3.8
103206,3.2,100013,My peers do not communicate about providing better service,4.8
103207,3.6,100014,My bosses  support our strategy,4.7
103208,4.8,100009,My peers  support providing better service,4.7
103209,4.8,100013,My peers  communicate about generating revenue,4.3
103210,4.4,100012,My peers do not listen to me on providing better service,3.2
103211,3.3,100005,My peers  support our strategy,3.4
103212,3.7,100007,My bosses do not provide guidance about providing better service,3.6
103213,4.8,100001,My bosses  provide guidance about our strategy,4.5
103214,4.8,100011,My bosses  support our vision of the future,3.4
103215,4.4,100014,My peers  support our strategy,4
103216,4.8,100012,My bosses do not provide guidance about our vision of the future,3.9
103217,3.2,100012,My peers  support generating revenue,3.7
103218,3.8,100008,My bosses do not support our vision of the future,4
103219,3.8,100014,My bosses  communicate about our vision of the future,3.3
103220,3.6,100001,My bosses do not communicate about generating revenue,4.5
103221,3.7,100009,My peers do not communicate about our vision of the future,4
103222,4.8,100006,My peers  listen to me on our strategy,3
103223,4.4,100001,My peers  provide guidance about generating revenue,4
103224,3.7,100009,My bosses  provide guidance about generating revenue,3.1
103225,4.4,100003,My peers do not support our vision of the future,3.3
103226,4.9,100013,My peers  provide guidance about providing better service,3.2
103227,3.4,100009,My peers do not communicate about generating revenue,3.5
103228,4.6,100004,My peers do not provide guidance about our vision of the future,3.4
103229,3.3,100012,My bosses do not support providing better service,3.5
103230,3.5,100011,My bosses do not communicate about generating revenue,4.2
103231,4.2,100013,My peers  support generating revenue,3.9
103232,3.5,100003,My bosses do not provide guidance about our strategy,4.1
